Title,Price,Location,Area,Beds,Baths,Link
1 Kanal House For Sale in Bahria Town Lahore | Just Like Brand New,PKR 7.8 Crore,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave",1 Kanal,5,6,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_a_1_kanal_house_for_sale_in_bahria_town_lahore_just_like_brand_new-52993748-1812-1.html
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,PKR 3.2 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_10_marla_brand_new_house_for_sale_in_park_view_city-52868693-1466-1.html
5 Marla Brand New House For Sale Direct Meeting With Owner In Parkview City Lahore,PKR 1.82 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_house_for_sale_direct_meeting_with_owner_in_parkview_city_lahore-52901907-1466-1.html
10 Marla Spanish Design House Available For Sale,PKR 5.1 Crore,"DHA Phase 5, DHA Defence",10 Marla,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_5_10_marla_spanish_design_house_available_for_sale-51952992-1447-1.html
10 MARLA BRAND NEW ULTRA MODERN DESIGNE HOUSE FOR SALE,PKR 4.2 Crore,"DHA Phase 7, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_brand_new_ultra_modern_designe_house_for_sale-52416805-1450-1.html
One Kanal Urgent House For Sale Top Location,PKR 5.45 Crore,"Punjab Coop Housing Society, Lahore",1 Kanal,7,6,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_one_kanal_urgent_house_for_sale_top_location-47097334-456-1.html
5 Marla Modern Top Location For Sale D Block,PKR 2.1 Crore,"Punjab Coop Housing Society, Lahore",5 Marla,3,4,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_5_marla_modern_top_location_for_sale_d_block-48141252-456-1.html
10 Marla Top Location House For Sale Punjab Cooperative Housing Society,PKR 3.55 Crore,"Punjab Coop Housing Society, Lahore",10 Marla,4,6,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_10_marla_top_location_house_for_sale_punjab_cooperative_housing_society-49806373-456-1.html
10 Marla Next To Corner House For Sale In Punjab CHS LHR Cantt Near DHA Phase 4 AA,PKR 3.65 Crore,"Punjab Coop Housing Society, Lahore",10 Marla,4,6,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_10_marla_next_to_corner_house_for_sale_in_punjab_chs_lhr_cantt_near_dha_phase_4_aa-52532388-456-1.html
3.5 Marla Double Storey House Semi Commercial For Sale,PKR 1.4 Crore,"Canal Bank Housing Scheme, Lahore",3.5 Marla,2,3,https://www.zameen.com/Property/lahore_canal_bank_housing_scheme_3_5_marla_double_storey_house_semi_commercial_for_sale-52895288-9354-1.html
READY TO MOVE 2 BED APARTMENT FOR SALE ON EASY INSTALMENT PLAN IN BAHRIA TOWN LAHORE,PKR 80 Lakh,"Bahria Town - Sector E, Bahria Town",2.7 Marla,1,1,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_ready_to_move_2_bed_apartment_for_sale_on_easy_instalment_plan_in_bahria_town_lahore-52147368-1802-1.html
ONE BED APARTMENT FOR SALE ON 3 YEAR INSTALLMENT PLAN IN BAHRIA TOWN LAHORE,PKR 50 Lakh,"Bahria Town - Nishtar Block, Bahria Town - Sector E",2.2 Marla,1,1,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_one_bed_apartment_for_sale_on_3_year_installment_plan_in_bahria_town_lahore-52147754-1806-1.html
"LUXURY 10 MARLA HOUSE FOR SALE DHA Phase 3, LAHORE.",PKR 4.6 Crore,"DHA Phase 3, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_3_luxury_10_marla_house_for_sale_dha_phase_3_lahore-52831531-1454-1.html
Studio Apartment For Sale In Grand 14 The Oasis Facing Eiffel Tower Prime Location With Theme Park Views,PKR 80 Lakh,"Bahria Town - Sector E, Bahria Town",2.2 Marla,1,1,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_studio_apartment_for_sale_in_grand_14_the_oasis_facing_eiffel_tower_prime_location_with_theme_park_views-52147767-1802-1.html
600 Square Feet 1 Bed Ready To Move Apartment For Sale In 50 % Down Payment On Possession In Bahria Town Lahore,PKR 85 Lakh,"Bahria Town - Sector E, Bahria Town",2.7 Marla,1,1,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_600_square_feet_1_bed_ready_to_move_apartment_for_sale_in_50_down_payment_on_possession_in_bahria_town_lahore-52148813-1802-1.html
"LUXURY KANAL HOUSE FOR SALE DHA Phase 2, LAHORE",PKR 7 Crore,"DHA Phase 2, DHA Defence",1 Kanal,8,7,https://www.zameen.com/Property/dha_defence_dha_phase_2_luxury_kanal_house_for_sale_dha_phase_2_lahore-52831447-1444-1.html
22 MARLA LUXURIOUS HOUSE FOR SALE IN DHA PHASE 6,PKR 8.73 Crore,"DHA Phase 6, DHA Defence",1.1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_22_marla_luxurious_house_for_sale_in_dha_phase_6-51659973-1448-1.html
"FULLY FURNISHED HOUSE WITH SOLAR 12 KVA NEAR CARREFOUR, PARK & MOSQUE",PKR 7.75 Crore,"DHA Phase 7 - Block U, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_fully_furnished_house_with_solar_12_kva_near_carrefour_park_mosque-52403361-1628-1.html
Near Park And Mosque 5 Marla With Beautiful Lavish House For Sale In Dha 9 town,PKR 2.1 Crore,"DHA 9 Town, DHA Defence",5 Marla,3,4,https://www.zameen.com/Property/dha_defence_dha_9_town_near_park_and_mosque_5_marla_with_beautiful_lavish_house_for_sale_in_dha_9_town-52936814-1452-1.html
One Kanal Luxury Ultra-Modern Design Most Beautiful Fully Furnished Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To DHA Raya Fairways Commercial,PKR 8.75 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_luxury_ultra-modern_design_most_beautiful_fully_furnished_bungalow_2_servant_quarter_in_basement_for_sale_at_prime_location_of_dha_lahore_near_to_dha_raya_fairways_commercial-52993495-1448-1.html
Near Park Eyes Catching 10 Marla Luxury Modern Design House For Sale In DHA Phase 7 Lahore,PKR 4.85 Crore,"DHA Phase 7, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_7_near_park_eyes_catching_10_marla_luxury_modern_design_house_for_sale_in_dha_phase_7_lahore-52993835-1450-1.html
5 Marla House For Sale In   Dream Gardens Lahore Phase 2,PKR 2.7 Crore,"Dream Gardens, Defence Road",5 Marla,4,5,https://www.zameen.com/Property/defence_road_dream_gardens_5_marla_house_for_sale_in_dream_gardens_lahore_phase_2-52976581-4393-1.html
3 Years Installments Plan Brand New House For Sale In Park View City,PKR 1.15 Crore,"Park View City, Lahore",3.5 Marla,3,4,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_house_for_sale_in_park_view_city-52868208-1466-1.html
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,PKR 1.65 Crore,"Park View City, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_5_marla_brand_new_house_for_sale_in_park_view_city-52628350-1466-1.html
"5 Marla Brand New House For Sale Tulip Overseas Block, Park View City Lahore",PKR 2.35 Crore,"Park View City - Tulip Overseas, Park View City",5 Marla,4,4,https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_overseas_5_marla_brand_new_house_for_sale_tulip_overseas_block_park_view_city_lahore-52842449-13754-1.html
"Brand New 5 Marla Designer Corner House For Sale Tulip Overseas Block, Park View City Lahore",PKR 2.35 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_brand_new_5_marla_designer_corner_house_for_sale_tulip_overseas_block_park_view_city_lahore-52861400-1466-1.html
5 Marla Brand New House For Sale In Lake City - Sector M-7 Block C Raiwind Road Lahore,PKR 2.2 Crore,"Lake City - Sector M7 - Block C, Lake City - Sector M-7",5 Marla,4,5,https://www.zameen.com/Property/lake_city_sector_m_7_lake_city_-_sector_m7_-_block_c_5_marla_brand_new_house_for_sale_in_lake_city_-_sector_m-7_block_c_raiwind_road_lahore-51898870-8427-1.html
10 Marla Modern Design House Available For Sale,PKR 4.2 Crore,"DHA Phase 8 - Ex Park View, DHA Phase 8",10 Marla,5,6,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_park_view_10_marla_modern_design_house_available_for_sale-51944403-485-1.html
Get In Touch Now To Buy A 10 Marla House In Wapda Town Phase 1,PKR 5.25 Crore,"Wapda Town Phase 1, Wapda Town",10 Marla,6,6,https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_get_in_touch_now_to_buy_a_10_marla_house_in_wapda_town_phase_1-52838501-4307-1.html
Newly Constructed 3-Bedrooms Flat For Sale In Askari-11 Lahore,PKR 2.57 Crore,"Askari 11, Askari",10 Marla,3,3,https://www.zameen.com/Property/askari_askari_11_newly_constructed_3-bedrooms_flat_for_sale_in_askari-11_lahore-52959205-1503-1.html
10 MARLA BRAND NEW HOUSE FOR SALE,PKR 7 Crore,"DHA Phase 5, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_5_10_marla_brand_new_house_for_sale-52993561-1447-1.html
Ready To Move 5 Marla Double Storey House For Sale In Block G5 Bahria Orchard Phase 4,PKR 1.25 Crore,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",5 Marla,3,3,https://www.zameen.com/Property/bahria_orchard_phase_4_bahria_orchard_phase_4_-_block_g5_ready_to_move_5_marla_double_storey_house_for_sale_in_block_g5_bahria_orchard_phase_4-52944294-15717-1.html
House Available For Sale In Garden Town,PKR 7.5 Crore,"Garden Town, Lahore",1 Kanal,4,4,https://www.zameen.com/Property/lahore_garden_town_house_available_for_sale_in_garden_town-52351416-4-1.html
Move-In Ready | Brand New 5 Marla Double-Storey House in Jinnah Block Bahria Town,PKR 2.3 Crore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",5 Marla,3,3,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_move-in_ready_brand_new_5_marla_double-storey_house_in_jinnah_block_bahria_town-52815586-1804-1.html
"EXECUTIVE LOCATION KANAL BRAND NEW HOUSE FOR SALE DHA Phase 6, LAHORE.",PKR 25 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_executive_location_kanal_brand_new_house_for_sale_dha_phase_6_lahore-52851804-1448-1.html
100% Original Pics - 10 Marla Corner Used House,PKR 4.05 Crore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_100_original_pics_-_10_marla_corner_used_house-52501815-407-1.html
10 Marla Luxurious House Near To Park Ring Road,PKR 4.99 Crore,"Lake City - Sector M-2A, Lake City",10 Marla,6,6,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-2a_10_marla_luxurious_house_near_to_park_ring_road-49813176-4002-1.html
"LUXURY 5 MARLA HOUSE FOR SALE DHA Phase 9 Town, LAHORE.",PKR 2.3 Crore,"DHA 9 Town, DHA Defence",5 Marla,3,4,https://www.zameen.com/Property/dha_defence_dha_9_town_luxury_5_marla_house_for_sale_dha_phase_9_town_lahore-52921587-1452-1.html
10 Marla Slightly Used Prime Location House For Sale In Canal Burg Housing Scheme Lahore,PKR 4.5 Crore,"Canal Burg - Block F, Canal Burg",10 Marla,4,5,https://www.zameen.com/Property/canal_burg_canal_burg_-_block_f_10_marla_slightly_used_prime_location_house_for_sale_in_canal_burg_housing_scheme_lahore-51765668-19133-1.html
5 Marla House Design By Under The Roof Facing Park Villa,PKR 2.44 Crore,"DHA 9 Town, DHA Defence",5 Marla,3,4,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_house_design_by_under_the_roof_facing_park_villa-52233574-1452-1.html
10 Marla Ultra Designer House For Sale In Sector C Bahria Town Lahore,PKR 3.1 Crore,"Bahria Town - Sector C, Bahria Town",10 Marla,5,6,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_10_marla_ultra_designer_house_for_sale_in_sector_c_bahria_town_lahore-52982413-1784-1.html
Ultra modern Near Park 1 Kanal Brand New House For Sale House In Top Location Owner Needy,PKR 7.66 Crore,"DHA Phase 7 - Block T, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_t_ultra_modern_near_park_1_kanal_brand_new_house_for_sale_house_in_top_location_owner_needy-52862951-1627-1.html
Dha Phase 6 Raya 10 Marla House Facing Golf Back Recently Renovated,PKR 4.97 Crore,"Defence Raya, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_defence_raya_dha_phase_6_raya_10_marla_house_facing_golf_back_recently_renovated-52986272-8172-1.html
"Fully Furnished, Ultramodern 24 Marla House In DHA Phase 7, Near RAYA Fairways, Solid Build, Hot Location.",PKR 7.19 Crore,"DHA Phase 7, DHA Defence",1 Kanal,6,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_fully_furnished_ultramodern_24_marla_house_in_dha_phase_7_near_raya_fairways_solid_build_hot_location-51759870-1450-1.html
Immaculate One Kanal Brand New Bungalow Very Close From Main Boulevard Top Location,PKR 8.25 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_immaculate_one_kanal_brand_new_bungalow_very_close_from_main_boulevard_top_location-52925793-1450-1.html
Fully Furnished 1 Kanal Lavish 5 Bed House For Sale In DHA Phase 6 Block L,PKR 16.25 Crore,"DHA Phase 6 - Block L, DHA Phase 6",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_fully_furnished_1_kanal_lavish_5_bed_house_for_sale_in_dha_phase_6_block_l-52877342-1620-1.html
"Brand New 5 Marla Designer House For Sale Tulip Overseas Block, Park View City Lahore",PKR 2.15 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_brand_new_5_marla_designer_house_for_sale_tulip_overseas_block_park_view_city_lahore-52868868-1466-1.html
Highly-Desirable Prime Location 5 Marla House Available In Park View City - Crystal Block,PKR 1.75 Crore,"Park View City - Crystal Block, Park View City",5 Marla,4,5,https://www.zameen.com/Property/park_view_city_park_view_city_-_crystal_block_highly-desirable_prime_location_5_marla_house_available_in_park_view_city_-_crystal_block-52972202-17960-1.html
5 Marla House For Sale Jade Block Park View City Lahore,PKR 2.3 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_house_for_sale_jade_block_park_view_city_lahore-52941729-1466-1.html
Next To park Ideal Location Nearst Masjid 10 Marla House Available For Sale In DHA Phase 1 P Block,PKR 4.1 Crore,"DHA Phase 1 - Block P, DHA Phase 1",10 Marla,4,4,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_block_p_next_to_park_ideal_location_nearst_masjid_10_marla_house_available_for_sale_in_dha_phase_1_p_block-52406654-1655-1.html
5 Marla Facing Park House In Etihad Town Phase 1 For Sale At Prime Location,PKR 3.3 Crore,"Etihad Town Phase 1 - Block C, Etihad Town Phase 1",5 Marla,4,5,https://www.zameen.com/Property/etihad_town_phase_1_etihad_town_phase_1_-_block_c_5_marla_facing_park_house_in_etihad_town_phase_1_for_sale_at_prime_location-52886496-21456-1.html
Stunning 20 Marla House In Lake City Available,PKR 7.5 Crore,"Lake City, Raiwind Road",1 Kanal,6,6,https://www.zameen.com/Property/raiwind_road_lake_city_stunning_20_marla_house_in_lake_city_available-52895292-1103-1.html
BEAUTIFUL AIRY AND ULTRA MODERN HOUSE AVAILABLE FOR SALE IN WAPDA TOWN,PKR 9.6 Crore,"Wapda Town Phase 1 - Block E1, Wapda Town Phase 1",1 Kanal,6,6,https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e1_beautiful_airy_and_ultra_modern_house_available_for_sale_in_wapda_town-52929699-4311-1.html
Ideal 3 Kanal House Has Landed On Market In Model Town,PKR 23.5 Crore,"Model Town, Lahore",1.8 Kanal,8,6,https://www.zameen.com/Property/lahore_model_town_ideal_3_kanal_house_has_landed_on_market_in_model_town-52351415-8-1.html
26 Marla House For Sale In Model Town,PKR 12 Crore,"Model Town, Lahore",1.3 Kanal,5,6,https://www.zameen.com/Property/lahore_model_town_26_marla_house_for_sale_in_model_town-48604501-8-1.html
One Kanal Brand New House For Sale In Model Town,PKR 18.5 Crore,"Model Town, Lahore",1 Kanal,5,6,https://www.zameen.com/Property/lahore_model_town_one_kanal_brand_new_house_for_sale_in_model_town-45585690-8-1.html
House For Sale In Model Town,PKR 18 Crore,"Model Town, Lahore",2 Kanal,6,6,https://www.zameen.com/Property/lahore_model_town_house_for_sale_in_model_town-45585689-8-1.html
"Book Your Apartment in Downtown Bahria Town Lahore | 20% Booking, 20% Confirmation & 60% in 30 Easy Installments!",PKR 68 Lakh,"Bahria Town - Johar Block, Bahria Town - Sector E",4.4 Marla,2,2,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_book_your_apartment_in_downtown_bahria_town_lahore_20_booking_20_confirmation_60_in_30_easy_installments-51917942-1809-1.html
5 Marla Designer House For Sale In Sector E Bahria Town Lahore,PKR 1.95 Crore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",5 Marla,3,4,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_5_marla_designer_house_for_sale_in_sector_e_bahria_town_lahore-52982454-1804-1.html
"10 Marla House for Sale in Sector E, Bahria Town Lahore | Prime Location & Modern Design",PKR 2.95 Crore,"Bahria Town - Sector E, Bahria Town",10 Marla,5,5,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_10_marla_house_for_sale_in_sector_e_bahria_town_lahore_prime_location_modern_design-52950151-1802-1.html
"5.75 Marla House for Sale in Sector C, Bahria Town Lahore | Prime Location",PKR 1.95 Crore,"Bahria Town - Sector C, Bahria Town",5 Marla,3,4,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_5_75_marla_house_for_sale_in_sector_c_bahria_town_lahore_prime_location-52950139-1784-1.html
"Modern 10 Marla House With Basement For Sale Slightly Used, Ready For Immediate Possession",PKR 4.75 Crore,"Lake City - Sector M-2A, Lake City",10 Marla,6,7,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-2a_modern_10_marla_house_with_basement_for_sale_slightly_used_ready_for_immediate_possession-52360159-4002-1.html
8 Marla Spanish House For Sale in Behria Orchad Eastren Block,PKR 2.39 Crore,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1",8 Marla,5,6,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_8_marla_spanish_house_for_sale_in_behria_orchad_eastren_block-52575493-8239-1.html
5.25 Marla Classic House Near To Park For Sale In Lake City Block M7-A,PKR 2.99 Crore,"Lake City - Sector M7 - Block A, Lake City - Sector M-7",5.6 Marla,4,5,https://www.zameen.com/Property/lake_city_sector_m_7_lake_city_-_sector_m7_-_block_a_5_25_marla_classic_house_near_to_park_for_sale_in_lake_city_block_m7-a-52613363-9374-1.html
